"Kategoria";"Kod";"Nazwa";"Zmienna";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2015";0,29;"-";"";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2016";0,36;"-";"";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2017";0,42;"-";"";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2018";0,45;"-";"";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2019";0,36;"-";"m";
"Osoby";3200000;"ZACHODNIOPOMORSKIE";"przeciętna liczba osób pobierających  świadczenia społeczne w relacji do przeciętnej liczby osób w gospodarstwie domowym";"2020";0,37;"-";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2003";97,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2004";97,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2005";97,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"chłodziarka";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2003";75,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2004";77,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2005";79,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2006";82,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2007";84,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2008";86,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2009";89,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2010";89,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2011";91,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2012";92,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2013";93,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2014";94,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2015";95,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2016";95,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2017";96,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2018";95,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2019";94,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"automat pralniczy";"2020";95,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2003";3,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2004";4,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2005";4,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2006";6,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2007";7,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2008";9,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2009";12,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2010";15,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2011";17,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2012";19,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2013";22,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2014";24,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2015";27,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2016";29,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2017";31,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2018";36,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2019";40,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"zmywarka do naczyń";"2020";45,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2003";24,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2004";28,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2005";33,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2006";38,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2007";42,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2008";46,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2009";50,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2010";52,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2011";53,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2012";54,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2013";56,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2014";56,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2015";58,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2016";58,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2017";58,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2018";62,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2019";62,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka mikrofalowa";"2020";64,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2015";11,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2016";12,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2017";13,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2018";15,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2019";17,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"kuchenka elektryczna z płytą ceramiczną, indukcyjną";"2020";17,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2003";44,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2004";46,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2005";47,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2006";49,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2007";52,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2008";54,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2009";57,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2010";59,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2011";60,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2012";60,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2013";61,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2014";62,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2015";62,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2016";63,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2017";65,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2018";66,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2019";67,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"samochód osobowy";"2020";71,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2006";12,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2007";13,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2008";14,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2009";13,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2010";12,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2011";9,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2012";7,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz płyt kompaktowych";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2003";41,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2004";42,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2005";43,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2006";44,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2007";44,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2008";43,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2009";42,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw do odbioru, rejestracji i odtwarzania dźwięku (wieża HI-FI)";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2003";98,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2004";97,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2005";98,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odbiornik telewizyjny";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2010";17,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2011";15,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2012";14,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2013";14,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2014";13,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2015";13,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2016";11,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2017";10,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2018";12,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2019";12,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"zestaw kina domowego";"2020";10,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2006";31,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2007";40,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2008";47,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2009";51,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2010";54,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2011";51,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2012";48,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2013";45,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2014";40,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2015";37,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2016";31,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"odtwarzacz DVD";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2003";44,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2004";54,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2005";65,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2006";73,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2007";79,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2008";83,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2009";86,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2010";88,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2011";90,3;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2012";92,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2013";93,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2014";94,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2015";95,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2016";95,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2017";96,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2018";96,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2019";97,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"telefon komórkowy";"2020";98,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2015";45,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2016";53,4;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2017";60,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2018";67,5;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2019";72,1;"%";"";
"Wyposażenie";0000000;"POLSKA";"smartfon";"2020";79,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2003";50,0;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2004";47,6;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2005";46,7;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"magnetowid, odtwarzacz";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2003";48,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2004";48,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2005";48,2;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2006";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2007";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2008";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2009";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2010";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2011";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2012";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2013";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2014";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2015";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2016";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2017";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2018";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2019";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej";"2020";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2003";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2004";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2005";;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2006";48,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2007";51,8;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2008";55,9;"%";"";
"Wyposażenie";0000000;"POLSKA";"urządzenie do odbioru telewizji satelitarnej lub kablowej";"2009";60,3;"%";"";
